Season;Episode;Rating;Code
1;10;8.4;tt1494191
1;11;8.0;tt1494191
1;12;8.0;tt1494191
1;1;7.6;tt0088509
1;2;7.5;tt0088509
1;3;7.6;tt0088509
1;4;7.5;tt0088509
1;5;7.3;tt0088509
1;6;7.3;tt0088509
1;7;7.4;tt0088509
1;8;7.8;tt0088509
1;9;7.1;tt0088509
1;10;7.3;tt0088509
1;11;7.4;tt0088509
1;12;7.7;tt0088509
1;13;7.8;tt0088509
1;14;6.6;tt0088509
1;15;6.5;tt0088509
1;16;6.8;tt0088509
1;17;6.9;tt0088509
1;18;6.9;tt0088509
1;19;7.1;tt0088509
1;20;7.3;tt0088509
1;21;6.8;tt0088509
1;22;7.1;tt0088509
1;23;7.2;tt0088509
1;24;7.2;tt0088509
1;25;7.3;tt0088509
1;26;7.2;tt0088509
1;27;6.9;tt0088509
1;28;7.3;tt0088509
1;29;6.7;tt0088509
1;30;6.9;tt0088509
1;31;6.9;tt0088509
1;32;6.9;tt0088509
1;33;6.8;tt0088509
1;34;7.3;tt0088509
1;35;7.1;tt0088509
1;36;7.4;tt0088509
1;37;7.1;tt0088509
1;38;7.2;tt0088509
1;39;7.3;tt0088509
1;40;7.2;tt0088509
1;41;7.4;tt0088509
1;42;7.1;tt0088509
1;43;7.1;tt0088509
1;44;6.9;tt0088509
1;45;7.0;tt0088509
1;46;7.2;tt0088509
1;47;7.3;tt0088509
1;48;7.3;tt0088509
1;49;7.6;tt0088509
1;50;8.3;tt0088509
1;51;7.6;tt0088509
1;52;7.8;tt0088509
1;53;8.2;tt0088509
1;54;7.7;tt0088509
1;55;7.7;tt0088509
1;56;7.4;tt0088509
1;57;7.7;tt0088509
1;58;7.8;tt0088509
1;59;8.4;tt0088509
1;60;7.9;tt0088509
1;61;7.6;tt0088509
1;62;7.8;tt0088509
1;63;7.7;tt0088509
1;64;7.7;tt0088509
1;65;7.6;tt0088509
1;66;7.5;tt0088509
1;67;7.8;tt0088509
1;68;7.8;tt0088509
1;69;7.3;tt0088509
1;70;7.3;tt0088509
1;71;7.9;tt0088509
1;72;7.4;tt0088509
1;73;7.2;tt0088509
1;74;7.3;tt0088509
1;75;7.7;tt0088509
1;76;7.8;tt0088509
1;77;7.3;tt0088509
1;78;7.5;tt0088509
1;79;5.6;tt0088509
1;80;7.8;tt0088509
1;81;8.0;tt0088509
1;82;6.8;tt0088509
1;83;7.9;tt0088509
1;84;7.3;tt0088509
1;85;7.2;tt0088509
1;86;7.2;tt0088509
1;87;7.5;tt0088509
1;88;7.5;tt0088509
1;89;7.0;tt0088509
1;90;7.2;tt0088509
1;91;7.3;tt0088509
1;92;7.0;tt0088509
1;93;7.5;tt0088509
1;94;7.6;tt0088509
1;95;7.3;tt0088509
1;96;7.4;tt0088509
1;97;7.3;tt0088509
1;98;7.4;tt0088509
1;99;7.7;tt0088509
1;100;7.6;tt0088509
1;101;8.2;tt0088509
1;102;7.7;tt0088509
1;103;7.4;tt0088509
1;104;7.1;tt0088509
1;105;7.0;tt0088509
1;106;7.1;tt0088509
1;107;7.0;tt0088509
1;108;7.3;tt0088509
1;109;7.4;tt0088509
1;110;7.4;tt0088509
1;111;7.6;tt0088509
1;112;7.4;tt0088509
1;113;7.4;tt0088509
1;114;7.3;tt0088509
1;115;7.2;tt0088509
1;116;7.1;tt0088509
1;117;7.3;tt0088509
1;118;7.5;tt0088509
1;119;8.0;tt0088509
1;120;8.1;tt0088509
1;121;7.6;tt0088509
1;122;7.7;tt0088509
1;123;7.2;tt0088509
1;124;7.1;tt0088509
1;125;7.1;tt0088509
1;126;7.2;tt0088509
1;127;7.2;tt0088509
1;128;7.1;tt0088509
1;129;7.1;tt0088509
1;130;7.4;tt0088509
1;131;6.9;tt0088509
1;132;6.8;tt0088509
1;133;7.6;tt0088509
1;134;7.4;tt0088509
1;135;7.0;tt0088509
1;136;7.2;tt0088509
1;137;7.3;tt0088509
1;138;7.1;tt0088509
1;139;7.2;tt0088509
1;140;6.9;tt0088509
1;141;7.3;tt0088509
1;142;7.2;tt0088509
1;143;6.7;tt0088509
1;144;6.7;tt0088509
1;145;6.5;tt0088509
1;146;6.7;tt0088509
1;147;6.8;tt0088509
1;148;6.7;tt0088509
1;149;6.4;tt0088509
1;150;6.6;tt0088509
1;151;6.6;tt0088509
1;152;6.5;tt0088509
1;153;7.0;tt0088509
1;1;8.0;tt0280249
1;2;7.5;tt0280249
1;3;7.7;tt0280249
1;4;7.3;tt0280249
1;5;7.3;tt0280249
1;6;7.3;tt0280249
1;7;7.3;tt0280249
1;8;7.7;tt0280249
1;9;7.1;tt0280249
1;10;7.4;tt0280249
1;11;7.2;tt0280249
1;12;7.6;tt0280249
1;13;7.7;tt0280249
2;1;7.5;tt0280249
2;2;7.4;tt0280249
2;3;7.4;tt0280249
2;4;7.5;tt0280249
2;5;7.6;tt0280249
2;6;7.9;tt0280249
2;7;8.0;tt0280249
2;8;7.3;tt0280249
2;9;7.8;tt0280249
2;10;7.7;tt0280249
2;11;7.7;tt0280249
2;12;8.2;tt0280249
2;13;7.9;tt0280249
2;14;7.9;tt0280249
2;15;7.9;tt0280249
3;1;7.2;tt0280249
3;2;7.5;tt0280249
3;3;7.3;tt0280249
3;4;7.2;tt0280249
3;5;7.3;tt0280249
3;6;7.8;tt0280249
3;7;8.1;tt0280249
3;8;8.0;tt0280249
3;9;7.8;tt0280249
3;10;7.9;tt0280249
3;11;7.9;tt0280249
3;12;7.8;tt0280249
3;13;8.0;tt0280249
3;14;7.3;tt0280249
3;15;7.5;tt0280249
3;16;7.2;tt0280249
3;17;7.3;tt0280249
4;1;7.8;tt0280249
4;2;7.8;tt0280249
4;3;8.0;tt0280249
4;4;8.0;tt0280249
4;5;8.7;tt0280249
4;6;8.0;tt0280249
4;7;8.2;tt0280249
4;8;8.5;tt0280249
4;9;7.9;tt0280249
4;10;7.8;tt0280249
4;11;7.7;tt0280249
4;12;7.7;tt0280249
5;1;7.7;tt0280249
5;2;8.8;tt0280249
5;3;8.2;tt0280249
5;4;8.0;tt0280249
5;5;8.1;tt0280249
5;6;8.2;tt0280249
5;7;8.0;tt0280249
5;8;7.8;tt0280249
5;9;7.7;tt0280249
5;10;8.0;tt0280249
6;1;7.8;tt0280249
6;2;7.4;tt0280249
6;3;7.6;tt0280249
6;4;8.0;tt0280249
6;5;7.5;tt0280249
6;6;7.6;tt0280249
6;7;7.7;tt0280249
6;8;7.9;tt0280249
6;9;8.0;tt0280249
6;10;7.1;tt0280249
6;11;7.4;tt0280249
6;12;5.6;tt0280249
6;13;7.9;tt0280249
6;14;8.0;tt0280249
6;15;7.3;tt0280249
6;16;8.0;tt0280249
7;1;7.4;tt0280249
7;2;7.7;tt0280249
7;3;7.5;tt0280249
7;4;7.7;tt0280249
7;5;8.0;tt0280249
7;6;7.4;tt0280249
7;7;7.8;tt0280249
7;8;7.5;tt0280249
7;9;7.2;tt0280249
7;10;8.0;tt0280249
7;11;8.3;tt0280249
7;12;8.0;tt0280249
7;13;7.6;tt0280249
7;14;7.7;tt0280249
7;15;7.7;tt0280249
7;16;8.3;tt0280249
7;17;7.9;tt0280249
7;18;8.5;tt0280249
8;1;7.9;tt0280249
8;2;7.8;tt0280249
8;3;7.6;tt0280249
8;4;7.7;tt0280249
8;5;7.5;tt0280249
8;6;8.1;tt0280249
8;7;7.8;tt0280249
8;8;7.8;tt0280249
8;9;7.6;tt0280249
8;10;8.1;tt0280249
8;11;7.8;tt0280249
8;12;7.7;tt0280249
8;13;7.3;tt0280249
8;14;7.2;tt0280249
8;15;7.4;tt0280249
8;16;7.2;tt0280249
8;17;7.4;tt0280249
8;18;8.6;tt0280249
8;19;8.6;tt0280249
8;20;7.7;tt0280249
8;21;8.0;tt0280249
9;1;7.2;tt0280249
9;2;7.5;tt0280249
9;3;7.7;tt0280249
9;4;7.8;tt0280249
9;5;7.5;tt0280249
9;6;7.1;tt0280249
9;7;7.4;tt0280249
9;8;8.1;tt0280249
9;9;7.2;tt0280249
9;10;6.7;tt0280249
9;11;7.6;tt0280249
9;12;7.6;tt0280249
9;13;7.7;tt0280249
9;14;8.2;tt0280249
9;15;7.6;tt0280249
9;16;7.5;tt0280249
9;17;7.4;tt0280249
9;18;7.2;tt0280249
9;19;7.6;tt0280249
9;20;7.5;tt0280249
9;21;7.1;tt0280249
9;22;7.3;tt0280249
9;23;7.0;tt0280249
9;24;7.1;tt0280249
9;25;7.2;tt0280249
9;26;7.3;tt0280249
9;27;7.1;tt0280249
9;28;7.1;tt0280249
9;29;7.1;tt0280249
9;30;7.3;tt0280249
9;31;7.2;tt0280249
1;1;7.7;tt0487831
1;2;8.3;tt0487831
1;3;7.9;tt0487831
1;4;8.0;tt0487831
1;5;8.5;tt0487831
1;6;8.2;tt0487831
2;1;9.4;tt0487831
2;2;8.2;tt0487831
2;3;8.3;tt0487831
2;4;8.7;tt0487831
2;5;7.9;tt0487831
2;6;7.7;tt0487831
3;1;7.8;tt0487831
3;2;8.4;tt0487831
3;3;8.2;tt0487831
3;4;9.0;tt0487831
3;5;8.5;tt0487831
3;6;7.8;tt0487831
4;1;8.1;tt0487831
4;2;8.4;tt0487831
4;3;7.5;tt0487831
4;4;8.3;tt0487831
4;5;8.4;tt0487831
4;6;7.6;tt0487831
5;1;8.6;tt0487831
1;1;7.9;tt5290382
1;2;8.6;tt5290382
1;3;8.3;tt5290382
1;4;8.4;tt5290382
1;5;8.7;tt5290382
1;6;8.0;tt5290382
1;7;8.3;tt5290382
1;8;8.2;tt5290382
1;9;8.7;tt5290382
1;10;9.2;tt5290382
1;1;8.7;tt1984119
1;2;8.4;tt1984119
1;3;8.9;tt1984119
1;4;8.5;tt1984119
1;5;9.3;tt1984119
1;6;8.5;tt1984119
1;7;9.0;tt1984119
1;8;9.4;tt1984119
1;1;9.0;tt0096657
1;2;8.8;tt0096657
1;3;8.9;tt0096657
1;4;8.5;tt0096657
1;5;8.7;tt0096657
1;6;8.6;tt0096657
1;7;9.0;tt0096657
1;8;8.7;tt0096657
1;9;8.9;tt0096657
1;10;8.5;tt0096657
1;11;8.6;tt0096657
1;12;8.5;tt0096657
1;13;8.7;tt0096657
1;14;8.6;tt0096657
1;15;8.3;tt0096657
1;1;8.8;tt1227926
1;2;8.8;tt1227926
1;3;8.9;tt1227926
1;1;7.8;tt2575988
1;2;7.9;tt2575988
1;3;8.2;tt2575988
1;4;7.8;tt2575988
1;5;8.4;tt2575988
1;6;8.5;tt2575988
1;7;8.6;tt2575988
1;8;9.4;tt2575988
2;1;8.4;tt2575988
2;2;8.1;tt2575988
2;3;8.2;tt2575988
2;4;8.0;tt2575988
2;5;8.2;tt2575988
2;6;8.8;tt2575988
2;7;8.6;tt2575988
2;8;8.4;tt2575988
2;9;8.8;tt2575988
2;10;9.3;tt2575988
3;1;8.3;tt2575988
3;2;8.2;tt2575988
3;3;8.7;tt2575988
3;4;8.7;tt2575988
3;5;8.1;tt2575988
3;6;8.2;tt2575988
3;7;8.4;tt2575988
3;8;8.6;tt2575988
3;9;8.3;tt2575988
3;10;8.7;tt2575988
4;1;8.2;tt2575988
4;2;8.6;tt2575988
4;3;8.6;tt2575988
4;4;8.2;tt2575988
4;5;8.1;tt2575988
4;6;8.0;tt2575988
4;7;8.0;tt2575988
4;8;8.1;tt2575988
4;9;8.4;tt2575988
4;10;8.5;tt2575988
5;1;8.1;tt2575988
5;2;7.8;tt2575988
5;3;8.3;tt2575988
5;4;7.7;tt2575988
5;5;8.2;tt2575988
5;6;7.9;tt2575988
5;7;8.1;tt2575988
5;8;9.2;tt2575988
1;1;8.0;tt0290978
1;2;8.3;tt0290978
1;3;8.3;tt0290978
1;4;9.0;tt0290978
1;5;8.1;tt0290978
1;6;8.4;tt0290978
2;1;8.5;tt0290978
2;2;8.5;tt0290978
2;3;8.7;tt0290978
2;4;8.6;tt0290978
2;5;9.0;tt0290978
2;6;9.0;tt0290978
3;1;8.9;tt0290978
3;2;9.5;tt0290978
1;1;8.5;tt0083390
1;2;8.4;tt0083390
1;3;8.5;tt0083390
1;4;8.6;tt0083390
1;5;8.5;tt0083390
1;6;8.2;tt0083390
1;7;8.5;tt0083390
1;8;8.2;tt0083390
1;9;8.2;tt0083390
1;10;8.1;tt0083390
1;11;8.5;tt0083390
1;1;8.5;tt5994364
1;2;8.7;tt5994364
1;3;8.7;tt5994364
1;4;8.6;tt5994364
1;5;8.8;tt5994364
1;6;8.7;tt5994364
1;7;8.9;tt5994364
1;8;8.8;tt5994364
1;9;8.8;tt5994364
1;10;9.0;tt5994364
1;11;8.6;tt5994364
1;12;8.8;tt5994364
1;13;8.9;tt5994364
1;14;8.7;tt5994364
1;15;9.0;tt5994364
1;16;9.1;tt5994364
1;1;7.8;tt2306299
1;2;8.0;tt2306299
1;3;8.1;tt2306299
1;4;8.4;tt2306299
1;5;8.3;tt2306299
1;6;8.3;tt2306299
1;7;8.5;tt2306299
1;8;7.9;tt2306299
1;9;7.9;tt2306299
2;1;8.6;tt2306299
2;2;8.4;tt2306299
2;3;8.6;tt2306299
2;4;8.5;tt2306299
2;5;8.6;tt2306299
2;6;8.6;tt2306299
2;7;8.6;tt2306299
2;8;8.2;tt2306299
2;9;8.6;tt2306299
2;10;8.8;tt2306299
3;1;8.6;tt2306299
3;2;8.3;tt2306299
3;3;8.4;tt2306299
3;4;8.3;tt2306299
3;5;8.5;tt2306299
3;6;8.6;tt2306299
3;7;8.2;tt2306299
3;8;8.9;tt2306299
3;9;8.6;tt2306299
3;10;8.8;tt2306299
4;1;8.5;tt2306299
4;2;8.4;tt2306299
4;3;8.2;tt2306299
4;4;8.2;tt2306299
4;5;7.9;tt2306299
4;6;8.1;tt2306299
4;7;8.5;tt2306299
4;8;8.4;tt2306299
4;9;8.2;tt2306299
4;10;8.8;tt2306299
4;11;8.3;tt2306299
4;12;8.2;tt2306299
4;13;8.4;tt2306299
4;14;8.7;tt2306299
4;15;9.2;tt2306299
4;16;8.5;tt2306299
4;17;8.2;tt2306299
4;18;8.7;tt2306299
4;19;8.7;tt2306299
4;20;8.7;tt2306299
5;1;8.2;tt2306299
5;2;8.2;tt2306299
5;3;8.7;tt2306299
5;4;8.2;tt2306299
5;5;8.5;tt2306299
5;6;8.1;tt2306299
5;7;7.9;tt2306299
5;8;8.7;tt2306299
5;9;7.6;tt2306299
5;10;7.4;tt2306299
5;11;7.9;tt2306299
5;12;7.9;tt2306299
5;13;7.3;tt2306299
5;14;7.2;tt2306299
5;15;8.7;tt2306299
5;16;7.9;tt2306299
5;17;7.0;tt2306299
5;18;7.9;tt2306299
5;19;8.2;tt2306299
5;20;8.9;tt2306299
1;1;8.5;tt2100976
1;2;8.5;tt2100976
1;3;8.3;tt2100976
1;4;8.6;tt2100976
1;5;8.4;tt2100976
1;6;8.4;tt2100976
1;7;8.5;tt2100976
1;8;8.5;tt2100976
1;9;8.5;tt2100976
1;10;7.6;tt2100976
1;11;8.7;tt2100976
1;12;8.6;tt2100976
1;13;8.5;tt2100976
1;14;8.7;tt2100976
1;15;8.5;tt2100976
1;16;8.5;tt2100976
1;17;8.5;tt2100976
2;1;9.0;tt2100976
2;2;7.5;tt2100976
2;3;8.8;tt2100976
2;4;7.5;tt2100976
2;5;8.5;tt2100976
2;6;8.8;tt2100976
2;7;8.6;tt2100976
2;8;8.4;tt2100976
2;9;8.3;tt2100976
2;10;8.6;tt2100976
2;11;8.2;tt2100976
2;12;8.4;tt2100976
2;13;8.3;tt2100976
2;14;8.5;tt2100976
2;15;8.4;tt2100976
2;16;8.7;tt2100976
2;17;8.1;tt2100976
2;18;9.0;tt2100976
2;19;8.4;tt2100976
2;20;8.5;tt2100976
2;21;8.6;tt2100976
2;22;9.0;tt2100976
2;23;9.0;tt2100976
2;24;8.7;tt2100976
2;25;8.7;tt2100976
2;26;8.6;tt2100976
2;27;8.7;tt2100976
2;28;8.3;tt2100976
3;1;9.0;tt2100976
3;2;8.7;tt2100976
3;3;8.8;tt2100976
3;4;9.0;tt2100976
3;5;8.4;tt2100976
3;6;8.7;tt2100976
3;7;8.6;tt2100976
3;8;8.2;tt2100976
3;9;8.7;tt2100976
3;10;8.4;tt2100976
3;11;8.5;tt2100976
3;12;8.0;tt2100976
3;13;8.8;tt2100976
3;14;8.9;tt2100976
3;15;8.5;tt2100976
3;16;8.4;tt2100976
3;17;7.3;tt2100976
3;18;8.0;tt2100976
3;19;8.3;tt2100976
3;20;8.2;tt2100976
3;21;8.2;tt2100976
3;22;8.4;tt2100976
3;23;8.5;tt2100976
3;24;8.5;tt2100976
3;25;8.0;tt2100976
3;26;8.8;tt2100976
3;27;9.4;tt2100976
3;28;8.4;tt2100976
3;29;8.3;tt2100976
3;30;9.0;tt2100976
3;31;8.6;tt2100976
3;32;9.0;tt2100976
4;1;8.9;tt2100976
4;2;8.9;tt2100976
4;3;8.8;tt2100976
4;4;8.5;tt2100976
4;5;8.7;tt2100976
4;6;8.8;tt2100976
4;7;8.4;tt2100976
4;8;8.1;tt2100976
4;9;8.4;tt2100976
4;10;8.3;tt2100976
4;11;8.0;tt2100976
4;12;8.0;tt2100976
4;13;8.4;tt2100976
4;14;8.1;tt2100976
4;15;7.8;tt2100976
4;16;8.0;tt2100976
4;17;8.4;tt2100976
4;18;8.3;tt2100976
4;19;8.0;tt2100976
4;20;8.2;tt2100976
4;21;7.6;tt2100976
4;22;7.7;tt2100976
4;23;7.8;tt2100976
4;24;7.7;tt2100976
4;25;8.3;tt2100976
4;26;8.2;tt2100976
4;27;8.3;tt2100976
4;28;8.4;tt2100976
4;29;8.1;tt2100976
5;1;7.5;tt2100976
5;2;9.0;tt2100976
5;3;8.3;tt2100976
5;4;8.2;tt2100976
5;5;8.6;tt2100976
5;6;8.5;tt2100976
5;7;8.2;tt2100976
5;8;8.3;tt2100976
5;9;8.7;tt2100976
5;10;8.5;tt2100976
5;11;8.6;tt2100976
5;12;9.3;tt2100976
5;13;8.4;tt2100976
5;14;8.7;tt2100976
5;15;8.3;tt2100976
5;16;8.3;tt2100976
5;17;8.4;tt2100976
5;18;8.2;tt2100976
5;19;8.5;tt2100976
5;20;8.3;tt2100976
5;21;8.8;tt2100976
5;22;8.5;tt2100976
5;23;8.4;tt2100976
5;24;8.4;tt2100976
5;25;8.7;tt2100976
5;26;8.3;tt2100976
5;27;5.8;tt2100976
6;1;8.8;tt2100976
6;2;8.1;tt2100976
6;3;8.2;tt2100976
6;4;8.4;tt2100976
6;5;8.3;tt2100976
6;6;8.2;tt2100976
6;7;8.7;tt2100976
6;8;8.0;tt2100976
6;9;8.1;tt2100976
6;10;8.2;tt2100976
6;11;8.2;tt2100976
6;12;8.1;tt2100976
6;13;8.4;tt2100976
6;14;8.5;tt2100976
6;15;8.2;tt2100976
6;16;8.1;tt2100976
6;17;8.7;tt2100976
6;18;9.0;tt2100976
6;19;8.2;tt2100976
6;20;8.2;tt2100976
6;21;8.6;tt2100976
6;22;8.5;tt2100976
6;23;8.5;tt2100976
6;24;8.7;tt2100976
6;25;8.2;tt2100976
6;26;7.7;tt2100976
7;1;7.9;tt2100976
7;2;8.0;tt2100976
7;3;8.2;tt2100976
7;4;8.2;tt2100976
7;5;7.9;tt2100976
7;6;8.3;tt2100976
7;7;8.1;tt2100976
7;8;7.9;tt2100976
7;9;7.9;tt2100976
7;10;8.3;tt2100976
7;11;8.1;tt2100976
7;12;8.5;tt2100976
7;13;8.5;tt2100976
7;14;8.6;tt2100976
7;15;8.4;tt2100976
7;16;8.2;tt2100976
7;17;8.2;tt2100976
7;18;8.4;tt2100976
7;19;7.9;tt2100976
7;20;7.7;tt2100976
7;21;7.7;tt2100976
7;22;8.4;tt2100976
7;23;8.2;tt2100976
7;24;8.4;tt2100976
7;25;7.9;tt2100976
7;26;8.1;tt2100976
7;27;7.5;tt2100976
8;1;8.2;tt2100976
8;2;8.7;tt2100976
8;3;9.2;tt2100976
8;4;9.1;tt2100976
8;5;8.8;tt2100976
8;6;8.8;tt2100976
8;7;8.9;tt2100976
1;1;7.1;tt3398228
1;2;7.7;tt3398228
1;3;7.4;tt3398228
1;4;7.4;tt3398228
1;5;7.4;tt3398228
1;6;7.9;tt3398228
1;7;8.0;tt3398228
1;8;8.2;tt3398228
1;9;7.9;tt3398228
1;10;7.8;tt3398228
1;11;8.6;tt3398228
1;12;8.1;tt3398228
2;1;7.1;tt3398228
2;2;8.0;tt3398228
2;3;7.9;tt3398228
2;4;7.9;tt3398228
2;5;8.0;tt3398228
2;6;8.0;tt3398228
2;7;7.7;tt3398228
2;8;8.1;tt3398228
2;9;8.2;tt3398228
2;10;8.1;tt3398228
2;11;8.2;tt3398228
2;12;8.7;tt3398228
2;13;8.1;tt3398228
3;1;7.9;tt3398228
3;2;8.0;tt3398228
3;3;7.4;tt3398228
3;4;9.1;tt3398228
3;5;8.1;tt3398228
3;6;8.0;tt3398228
3;7;8.1;tt3398228
3;8;7.9;tt3398228
3;9;8.1;tt3398228
3;10;8.2;tt3398228
3;11;9.0;tt3398228
3;12;8.3;tt3398228
4;1;7.7;tt3398228
4;2;9.1;tt3398228
4;3;8.2;tt3398228
4;4;7.8;tt3398228
4;5;8.1;tt3398228
4;6;8.9;tt3398228
4;7;8.1;tt3398228
4;8;7.6;tt3398228
4;9;8.7;tt3398228
4;10;8.2;tt3398228
4;11;9.7;tt3398228
4;12;8.7;tt3398228
5;1;8.0;tt3398228
5;2;9.0;tt3398228
5;3;8.1;tt3398228
5;4;8.2;tt3398228
5;5;8.5;tt3398228
5;6;9.8;tt3398228
5;7;8.9;tt3398228
5;8;8.5;tt3398228
5;9;8.3;tt3398228
5;10;9.0;tt3398228
5;11;9.5;tt3398228
5;12;9.1;tt3398228
1;1;8.9;tt6478318
1;2;8.7;tt6478318
1;3;8.4;tt6478318
1;4;8.4;tt6478318
1;5;8.3;tt6478318
1;6;8.5;tt6478318
1;7;8.5;tt6478318
1;8;8.7;tt6478318
1;1;8.1;tt0163507
1;2;7.7;tt0163507
1;3;7.5;tt0163507
1;4;7.8;tt0163507
1;5;7.6;tt0163507
1;6;7.9;tt0163507
1;7;7.6;tt0163507
1;8;8.1;tt0163507
1;9;7.6;tt0163507
1;10;8.1;tt0163507
1;11;7.8;tt0163507
1;12;8.0;tt0163507
1;13;7.6;tt0163507
1;14;8.0;tt0163507
1;15;7.3;tt0163507
1;16;7.6;tt0163507
1;17;7.6;tt0163507
1;18;7.4;tt0163507
1;19;7.5;tt0163507
1;20;7.6;tt0163507
2;1;7.9;tt0163507
2;2;8.2;tt0163507
2;3;7.9;tt0163507
2;4;7.9;tt0163507
2;5;7.8;tt0163507
2;6;7.6;tt0163507
2;7;7.6;tt0163507
2;8;7.6;tt0163507
2;9;8.0;tt0163507
2;10;8.2;tt0163507
2;11;7.5;tt0163507
2;12;7.5;tt0163507
2;13;7.3;tt0163507
2;14;8.0;tt0163507
2;15;7.2;tt0163507
2;16;6.7;tt0163507
2;17;7.3;tt0163507
2;18;7.8;tt0163507
2;19;7.7;tt0163507
2;20;7.7;tt0163507
2;21;7.0;tt0163507
2;22;8.2;tt0163507
2;23;7.5;tt0163507
2;24;7.2;tt0163507
2;25;7.4;tt0163507
2;26;7.0;tt0163507
2;27;7.2;tt0163507
2;28;7.7;tt0163507
2;29;8.0;tt0163507
2;30;7.1;tt0163507
2;31;7.1;tt0163507
2;32;7.5;tt0163507
2;33;7.0;tt0163507
2;34;7.1;tt0163507
2;35;6.9;tt0163507
2;36;7.3;tt0163507
2;37;7.2;tt0163507
2;38;7.0;tt0163507
2;39;8.2;tt0163507
3;1;8.8;tt0163507
3;2;7.2;tt0163507
3;3;7.7;tt0163507
3;4;7.2;tt0163507
3;5;7.8;tt0163507
3;6;7.2;tt0163507
3;7;7.2;tt0163507
3;8;7.3;tt0163507
3;9;7.2;tt0163507
3;10;8.8;tt0163507
3;11;7.0;tt0163507
3;12;7.0;tt0163507
3;13;7.1;tt0163507
3;14;7.1;tt0163507
3;15;7.0;tt0163507
3;16;6.9;tt0163507
3;17;7.0;tt0163507
3;18;7.1;tt0163507
3;19;7.2;tt0163507
3;20;7.1;tt0163507
3;21;7.4;tt0163507
3;22;6.9;tt0163507
3;23;6.9;tt0163507
3;24;7.3;tt0163507
3;25;7.2;tt0163507
3;26;6.8;tt0163507
3;27;7.0;tt0163507
3;28;7.1;tt0163507
3;29;6.9;tt0163507
3;30;6.7;tt0163507
3;31;7.3;tt0163507
3;32;7.3;tt0163507
3;33;6.8;tt0163507
3;34;6.9;tt0163507
3;35;6.7;tt0163507
3;36;6.8;tt0163507
3;37;7.1;tt0163507
3;38;7.7;tt0163507
3;39;8.6;tt0163507
3;40;7.0;tt0163507
4;1;7.5;tt0163507
4;2;7.1;tt0163507
4;3;7.1;tt0163507
4;4;7.4;tt0163507
4;5;6.9;tt0163507
4;6;7.7;tt0163507
4;7;7.5;tt0163507
4;8;7.8;tt0163507
4;9;8.2;tt0163507
4;10;7.2;tt0163507
4;11;6.9;tt0163507
4;12;6.9;tt0163507
4;13;7.1;tt0163507
4;14;7.5;tt0163507
4;15;7.6;tt0163507
4;16;7.7;tt0163507
4;17;7.0;tt0163507
4;18;6.7;tt0163507
4;19;7.0;tt0163507
4;20;6.8;tt0163507
4;21;7.1;tt0163507
4;22;7.1;tt0163507
4;23;6.8;tt0163507
4;24;7.0;tt0163507
4;25;6.9;tt0163507
4;26;7.2;tt0163507
4;27;7.7;tt0163507
4;28;6.9;tt0163507
4;29;7.2;tt0163507
4;30;7.2;tt0163507
4;31;7.0;tt0163507
5;1;8.1;tt0163507
5;2;7.2;tt0163507
5;3;7.5;tt0163507
5;4;7.4;tt0163507
5;5;7.2;tt0163507
5;6;6.8;tt0163507
5;7;7.3;tt0163507
5;8;7.4;tt0163507
5;9;7.2;tt0163507
5;10;7.3;tt0163507
5;11;7.7;tt0163507
5;12;6.7;tt0163507
5;13;7.0;tt0163507
5;14;7.3;tt0163507
5;15;7.4;tt0163507
5;16;7.7;tt0163507
5;17;9.2;tt0163507
5;18;7.7;tt0163507
5;19;7.7;tt0163507
5;20;7.9;tt0163507
5;21;7.5;tt0163507
5;22;6.8;tt0163507
5;23;7.1;tt0163507
5;24;7.2;tt0163507
5;25;6.7;tt0163507
5;26;7.1;tt0163507
5;27;7.2;tt0163507
5;28;6.9;tt0163507
5;29;7.0;tt0163507
5;30;7.1;tt0163507
5;31;7.2;tt0163507
5;32;7.5;tt0163507
5;33;7.1;tt0163507
5;34;7.2;tt0163507
6;1;6.7;tt0163507
6;2;7.1;tt0163507
6;3;7.0;tt0163507
6;4;6.9;tt0163507
6;5;7.0;tt0163507
6;6;6.7;tt0163507
6;7;7.4;tt0163507
6;8;6.8;tt0163507
6;9;7.1;tt0163507
6;10;7.0;tt0163507
7;1;7.4;tt0163507
7;2;7.4;tt0163507
7;3;7.0;tt0163507
7;4;6.8;tt0163507
7;5;7.4;tt0163507
7;6;7.5;tt0163507
7;7;7.8;tt0163507
7;8;7.2;tt0163507
7;9;7.2;tt0163507
7;10;6.8;tt0163507
7;11;6.7;tt0163507
7;12;6.9;tt0163507
7;13;7.7;tt0163507
7;14;7.9;tt0163507
7;15;7.1;tt0163507
7;16;7.6;tt0163507
7;17;7.2;tt0163507
7;18;6.8;tt0163507
7;19;7.2;tt0163507
7;20;7.1;tt0163507
7;21;7.0;tt0163507
7;22;7.1;tt0163507
7;23;7.2;tt0163507
7;24;7.7;tt0163507
7;25;7.5;tt0163507
8;1;7.4;tt0163507
8;2;7.4;tt0163507
8;3;7.5;tt0163507
8;4;6.9;tt0163507
8;5;7.1;tt0163507
8;6;7.8;tt0163507
8;7;6.9;tt0163507
8;8;7.1;tt0163507
8;9;6.7;tt0163507
8;10;6.9;tt0163507
8;11;7.1;tt0163507
8;12;7.1;tt0163507
